,ID,text,helpful,sen,dens,final_sen,LOC
15,15,"I like this series the only one I have yet to read in this buy is the last book, #6 and that is only because it is out of order. I think it goes with the second set of books. Anyway if you're looking for some light romance reading with very little drama and a happy ending this one is for you. This series kind of reminded me of romance novels from the 80's early 90's.",1,1,0.541176471,0.7247058829999999,NY
16,16,"I have read four of the six books and I have no complaints. I love, love, love, love the sappy love stories and Brenda Jackson capture my interest every time. I like the way she sets up the story line of a person not looking for love and then can't help but fall in love. The stories  for me are truly what love should be like. Every character we can relate to in some type of way.Also, I love series of family and friends. Keep up the good work!!!",1,1,0.637254902,0.9093137259999999,NY
17,17,"I like the Nation magazine, but I zoomed as much as I could and the type was so tiny it was not readable for me. I have great difficulty reading small type, it makes my eyes ache and gives me headaches. For me, this was not a viable option for reading on Kindle. I was glad I purchased just one  issue, rather than subscribing as I intended to do. Others might not have this difficulty, but for me, it just didn't work.",1,0,0.574468085,0.121580547,NY
18,18,"This authorized 2-volume set (joined into one fabulous ebook) from Random House/Bantam contains ALL the Sherlock Holmes novels and ALL the collections of Sherlock Holmes short stories, including ALL the stories in ""The Case Book of Sherlock Holmes"" frequently omitted from some other so-called ""complete"" sets; this set truly is 100% complete. EVERYTHING Sir Arthur Conan Doyle ever wrote about Sherlock Holmes is here: all 4 novels and all 56 short stories. The informative introduction by Loren D. Estleman is an added bonus (though it appears twice in this ebook version, once at the start of each of the 2 volumes as originally published in paperback by Bantam). This ebook edition is very well-formatted, comfortable to read, has an active TOC (in which the short stories are presented in proper order), and even accurately depicts the graphic representations in ""The Dancing Men,"" unlike many other versions which substitute the word ""graphics"" for the drawings. This is undoubtedly the very best Sherlock Holmes collection currently available in the Kindle Store. (The non-Holmes set of 10 ""Tales of Mystery and Terror"" is sometimes added to incomplete Holmes sets to boost their story total. There is no need for this complete Sherlock Holmes set to do so, but if you want it, ""Tales of Mystery and Terror"" is easily obtained separately as a public domain freebie in the Kindle Store.) So if you love reading these beloved classic Sherlock Holmes mysteries, this is THE ebook edition to purchase--and paying only $2.99 for Bantam quality (rather than going with some incomplete, unauthorized, no-name, ebook bundler) is a very good deal.ADDENDUM: Since the above was written Maplewood Books has come out with a now updated and truly complete edition of its own at 1/3 the price of this Bantam version. ""Sherlock Holmes: The Ultimate Collection"" costs only $.99 and is one you may wish to compare to this.",1,1,0.6675749320000001,0.468119891,NY
19,19,"A strange world full of strange creatures, knights, and beautiful maidens.  The magical aspect of healing was a nice touch.",1,1,0.791666667,0.884259259,NY
20,20,I stumbled on this series by accident. It looked like a good series so I bought the first three books in the series. I just finished reading Maiden Flight it only took five hours and I loved it. Can't wait for the next book.,1,1,0.6938775509999999,1.0,NY
21,21,"Im shocked to see the reviews for this series, I ABSOLUTLEY LOVED THIS WHOLE SERIES!!!! I have reread it several times cause I found myself missing the characters. To each their own I guess but this sereis will always be one of my favorites :)",1,1,0.673076923,0.754807692,NY
22,22,"I've enjoyed several of Ms. D'arc's other books so decided to try this series.  I'm definitely enjoying it!The idea of having the dragons mating tied to the knights finding a mate is a great idea. The world building is great, including the idea of a dragon society where humans and dragons work together to successfully and peacefully exist is wonderful!I did think the meet and have sex aspect was a little too rushed but, since this is: a short read; a different society and the author explained the love at first sight thing - it's okay.I liked the action and was eagerly rushing to read the next book - Border Lair.  I do not like the fact that some of the sub-story books have not been published yet but I guess I have to be patient.",1,1,0.611842105,0.611842105,NY
23,23,I liked it. It was a good story and I want to read more books by this author. Will be buying more.,1,1,0.6,0.9,NY
24,24,"i have to say, id never read any of biance d'arc's books before, this was recommended to me and im so glad it was, a brilliant story with characters, you'll fall in love with.this is the first book in the series, and after reading this book i went out and bought the rest of the books",1,1,0.507936508,0.671957672,NY
25,25,"Wow dragons!! Knights!! and Mistress' oh my. smiles I loved it!! A great blend of characters and story line. I just had fun reading this. A bit sassy girl meets a dragon and a Knight and in one day is swept off her feet. I loved the action it was fast paced. The sex was hot, the element that the pleasure of the riders and the best are intertwined. Wait did I mention the sex scenes were hot!! smiles again. A awesome tale that made you want to continue to read and a wee bit sad when you were done. Garath and Lars played the story of mellowing bel very well. Makes one think who played who. Did I mention dragon sex?? along with magic. The Mama dragon is soo endearing you cant help but love her. Its a good thing she has more books in this series. Enjoy",1,1,0.666666667,0.333333334,NY
26,26,"I found this book to be well written with engaging characters. In fact, it drew me in to such an extent that I have now purchased all books in this series so far.",1,1,0.5277777779999999,0.701754386,NY
27,27,"This is not the usual type of book that I read, however I found myself enjoying the story from the first page all the way to the end. It takes a good writer to draw their readers in like that.",1,1,0.581395349,1.0,NY
28,28,I fell in love with this series when I read the first one. I've got all in the series and I'm waiting for the next with baited breath!,1,1,0.625,0.625,NY
29,29,"Magical, Mystical, Sensual . . . Enjoyable! While definitely all about the sex, this story brings a clear plot and a well-thought world in which our heroes and heroine have the pleasure of interacting. Perhaps I should say heroes and heroines . . . as the dragons are most certainly a major player in the plot of the story.There is never any inter-species hanky panky occurring, but the plot outlines a world where the dragon and its rider are so connected that both the dragon and rider are able to share feelings - including the sexual urges and desire that occur when the dragon is coupling with its mate. Of course, those feelings are intense, and of course they last for a very long time. (Dragons may be able to keep it in check for a very long time, but when they let loose . . . one should apparently be ready for almost anything!)The shared feelings and a lack of available females leads to an openness within the community around sex, and while there is no voyeurism involved, interaction may not be entirely behind closed doors . . . especially during a wedding! The lack of females also leads to an accepted practice of knights sharing mates - which is the case in this particular story. While there are sexual interactions between Gareth and Belara only, once Belara and her mother are brought back to the lair, that quickly changes, and Lars is added to the mix.There is an attempt made to slowly introduce the reader to multiple partners and all of the sexual exploits that situation can bring about. But, truly, there is lots and lots of sex in many different ways, shapes and forms. Outside of the sex, the plot does continue, and there is an epic battle scene described, and Belara's mother encounters the healing powers of a dragon. It's after this battle that Belara finds her dragon healing powers, and further cements her place within the community.A brief note: I was not especially happy with the ending of this story. It is a ""happily for now"", but it does set itself up to lead directly into a new book . . . a continuation of the story. Although not labeled as part of a series, the front cover lists the story as ""Dragon Knights"" - leading me to believe we will encounter this dragon community again, if not these particular characters again. That isn't a bad thing.A nice combination of fantasy and sex, this book is a nice one to pick up and lose yourself in! Enjoy!Originally posted at LAS Erotic Reviews",1,1,0.589322382,0.794661191,NY
30,30,I absolutely loved this story. Once I started reading it I couldn't put it down and read it in one sitting. I loved the characters and the way that things worked out. The relationship flows fairly realistically for everything involved. The way that it went was believable for me. I loved the action in this story and the way that things flowed. This story won't bore you. I can't wait to read more in the series.,1,1,0.666666667,0.783333334,NY
31,31,"I bought this on a lark one day not expecting much but oh how wrong I was - I bought every other book that was available that day and while anxiously awaiting any new ones to be released have re-read them all again. I write this in response to a post on the authors blog that she wrote showing the horrible reviews this book got.. Well I felt that I had to let her know that I am one very happy customer and once I bought this series I went on to purchase all of the Brotherhood of the Blood (Vampire Tales) books along with the Tales of the Ware.. which I also love. I rarely write reviews, but I just have to ask what book or books those other people were reading because it sure wasn't this one. Happy writing Ms. D Arc I already have the next two books in the Dragon Knight series on pre-order and keep checking your website for updates on when the next Tales of the Ware are coming out -Thank you !",1,1,0.569148936,0.730718085,NY
32,32,"Another fantastic and emerging story from one of the best authors around . You can't find it in YOU to put it down . From the start it draws you into the world of dragons and their fighting riders , DON'T MISS THIS SERIES !!!!!",1,1,0.666666667,0.583333334,NY
33,33,"Bianca never disappoints. As always, she writes a lovely story with strong and believable characters. I can't believe I never read the Dragon knights series before.",1,1,0.806451613,0.85483871,NY
34,34,"I enjoyed the book and the characters I gave it a 4 star instead of 5 because I too feel that the author could have backed off a little with all the erotica. The story line is a good one but needs to be developed more. Some reviews were complaining about the link between rider, dragon and sex. If anyone who has read the"" Dragonriders of Pern"" series would know this has already been established in Dragon fantasy lore. However where as the Pern series down plays the sexual side of the relationships Maiden Flight is in your face erotica. I do agree there needs to be a warning that this is an ADULT dragon fantasy novel  and not for young adults.  The series has great promise and I'm hoping that the next book goes more into the story line with a little sex thrown it ;)",1,1,0.575949367,0.43459915600000004,NY
35,35,"Reviewed by ANN & posted at Under the Covers Book BlogBianca D'Arc takes readers into an alternate world where dragons exist. In this unique world, dragons are bounded to their knights in a way that makes them both experience what the other is feeling. When Bolera, a fair maiden goes out to hunt a stag for some food for her family, she comes across a huge dragon named Kelvan who tries to steal her latest game. As they argue over who made the kill, they decide to see Sir Gareth, the dragon's knight to settle this matter.Bolera and Sir Gareth experience an instant attraction to one another. Sometimes I felt that the dialogue between the characters was a tad bit cheesy, but this book does have a fairy tale feel to it. Their romance blooms, and soon Gareth wishes to make Bolera his for eternity. The mating rituals for the dragon knights are very different. Going into this book I knew there would be m&eacute;nage in it, but in the first half of the book, the three major characters are Bolera, Sir Gareth and Kelvan, the dragon. For a second there, I thought she was going to have sex with the dragon! But no, fear not...there's none of that in this book. :)This is where Lars enters. Lars is the knight that is bounded to Kelvan's new mate. Since dragon and their knights are connected on a visceral level, when a knight finds his mate, the dragon is now able to mate as well. So since Gareth found his new wife is Bolera, Kelvan can now find his own mate. Kelvan's new dragon mate also has her own knight, Lars. Lars feels the erotic pull through his bound with the dragons and soon, he can't resist the urge either.Essentially, if the bound goes right, Bolera, Sir Gareth and Lars will all be mated while still being connected to their newly mated dragons as well. Together, they make their own family. While complicated at first, this story was a very unique take on dragons. I don't think I've read any dragon book so deliciously intricate.There's also a great introduction to the next book in the series, which will feature Bolera's mother, Adora. Despite my initial hesitation about this series, I think I enjoy the world enough to read more about it!*ARC provided by publisher",1,1,0.624454148,0.678103555,NY
36,36,Not a great adventure story.  I have not read the remaining storys in the series so perhaps this is a follow on that is not all that great and the others are a very good read.,0,0,0.447368421,0.184210526,NY
37,37,"My Favorite of the series.  It is the story of Esme Canville and St John Radwell.  St John was the villain in the first book of the series, The Inconvenient Duchess.  In the years since the last novel, St John has transformed himself and is in the process of making himself into a respectable person.  Esme, however, is looking for the villain.  In order to avoid the arranged marriage her father has planned for her, Esme seeks St john to compromise her.  St John, however, delivers her to his brother (with whom he continues to have a strained relationship).  As could be expected, however, Esme and St John become involved in a relationship.I enjoyed this book because of the character of St john.  I really disliked him in the first book and almost stopped reading the book because of him.  However, he has completely redeemed himself and I was deeply interested in how he has remade himself but still has to deal with his past.  His care and consideration of Esme despite his temptation demonstrates how his character has changed.The book is a lighter read and is not overly complicated or intense, but I enjoyed it and recommend it.",1,1,0.587443946,1.0,NY
38,38,"I kind of take the reviews with a grain of salt, it's subjective to each person's viewpoint. I liked other books by this author like Collision Course and No Souvenirs. I thought ok it's a short story, it can't be that bad. I was wrong, it ended at 1109 locations, 66 percent. The ending was so abrupt, it wasn't just having a few questions. It was almost as if the story stopped in the middle, I expected to get the next chapter when I turned the page and all of a sudden I am staring at the author's bio and I can't figure out what happened. I even rebooted my kindle thinking the story loaded wrong. Then spent 15 min combing through pages and pages of blurbs for other stories looking for a sequel with no luck. I have read many stories by this author, some I liked and some I didn't. However, I have never been so pissed or so disappointed and disgusted as I am now. I gave 2 stars cause the story was started so well, but there was hardly any relationship development. Just basically 2 guys with insane chemistry. If she had developed this story like the 2 books I already mentioned it would have been great. Mitchell chose the wrong story line for this short short story. I hope she revises and republished this story in a way longer format. I want to know what happens. Trust me, I have read short stories that had the perfect plot line that it could be told in a way that the reader was happy at the end. This definitely isn't it. Save your money, don't make a mistake like I did.",1,0,0.62654321,0.0,NY
39,39,Vaughan has written a great western with a well chosen character in Hawke and supporting characters. You will enjoy reading this western and want to read more.,1,1,0.620689655,0.700544464,NY
40,40,"Hawke is an interesting, unusual hero. The author writes extremely well! He holds your interest to the very end. This is a fun read.",1,1,0.7241379309999999,0.8620689659999999,NY
41,41,This series was the first one that sucked me into vampires and the reading world in general. I picked up Wings in the Night and just could NOT put it down. So many amazing characters and I just love it so much. Maggie Shayne never ceases to amaze or thrill me with her incredible books. Get it!! You won't be disappointed! :),1,1,0.6338028170000001,0.908450704,NY
42,42,Get this book! It is an amazing read and you will not regret purchasing it. You will not be able to put it down once you do!,1,1,0.433333333,0.514285714,NY
43,43,"Loved all these stories.. There  was a couple i had missed before..She takes you into another world...Great characters, awesome stories of love... A must read for all Maggie Shayne fans",1,1,0.6756756759999999,0.45945946,NY
44,44,I loved theses when the first came out I think they are one of my all time favorite series and always will be,1,1,0.52173913,0.760869565,NY
45,45,This is my first book by Stephanie Bond.  I started reading this book at bedtime thinking I'll fall asleep after a few pages but she had me laughing so much I had to finish it in one read  - even if it meant staying up till 4AM.Thoroughly enjoyed it.,1,1,0.596153846,1.0,NY
46,46,"I don't mind when authors write a back story, but come on....more then half the book is about their early years. Why have a full chapter beginning from when they were 7-8 years old all the way through high school and beyond, when more then 3/4 of that had nothing to do with what really broke Lizzy and Payton apart in the first place? More then half those chapters didn't even relate to what happened anyway. All those extra added chapters just became so boring, and very repetitious, if you ask me.I will admit; after the first 6 chapters I started skimming through, and I very rarely ever do that....ever!Would I recommend this book? Sorry to say, but no.",1,0,0.5827338129999999,0.208633094,NY
47,47,"The book started of good.  About 25% into the book I started to skim because it was so repetative. The h gets picked on, then she gets picked on some more, afterwards she gets picked on again. Ok, h and H finally start a relationship at almost half way through the book and so I am back to paying attention.  ***SPOILERS*** The H cheats on the h with her nemisis, then tells her off because he is mad at her. Fast forward years later, she comes back to town and the H wants to win her back. What does he do? He attempts to make her jealous by making out with the same girl that he cheated on her with in front of her. He then pretends to go out with her in hopes that this will drive the h back to his arms.  Maybe it was just me but that has to be one of the most illogical things I have ever heard.  It is a stupid idea to do it with any girl but to do it with the SAME girl that he cheated with, that is just moronic.  I could have dealt with how slow the story was in the middle, I could have even gotten over the many  romance cliches in the book.  But, the H attempt to woo the h by making out with the OW in front of the h just ruined the book for me.  If that doesn't bother you then maybe you'll like the book.",1,0,0.5140845070000001,-0.291549296,NY
48,48,"Burroughs' Barsoom novels were among the first science fantasy books I read as a child long ago. In fact, I still have all eleven volumes in their original Ballantine Books paperbacks stashed in a box, along with numerous works by Heinlein, Clarke, Asimov, and others from the 1960's and 70's that I can't stand the idea of giving up. At least I know I can read them digitally when I want to. Too bad the entire series isn't part of this set.Burroughs' writing style would be considered comically stereotyped and hackneyed by modern standards, but the themes of chivalry, bravery, and respect for others are timeless - even though they might be considered out of style by modern standards. Some ideas are worth preserving, and IMO these types of stories do that very well.I grew up with these types of stories. I want to make sure my grandson can, too.",1,1,0.668604651,0.692275747,NY
49,49,"I bought this series because I had heard about the movie out recently and needed something to read for a trip. I had never read anything by this author, but of course had seen the Tarzan movies as a kid. I was pleasantly surprised although it takes some getting used to the style of writing.  I thouroughly enjoyed reading these novels.",1,1,0.606060606,0.671717172,NY
50,50,"Author Steve Peek has managed to straddle two worlds, bring his characters through the veils that separate them and still maintain a shroud of mystery around his tale, Longclaws. Are they from the realm we refer to as Hell? Are they behind the legends of the vampire? Are they going to cause me to sleep with the lights on for a while?Longclaws are predators with super-human strength, speed and bravery in their world, where survival is a constant battle. Each member of the clan has an important role to play, vital to their survival, yet, we do not meet them as individuals because that seems unimportant, they are what and who they are, able to see the big picture in the battle for survival, fiercely loyal to their clan and their traditions. When one Leader finds a way to cross the veils that surround their world from ours, it is to survive. Humans are unknown demons to them, weak, yet with the will to survive that is respected by the longclaws. If not for their passing through these veils or ley lines a young boy would never know how to belong to a family, how to feel loved, or how to find self-respect. I wondered if there was a villain in this tale. I saw factions fighting for survival in the only way they knew how!Steve Peek's writing style is almost dreamlike, blending Indian folklore, ley lines, myths and legends into a tale that will stay with you, in a hauntingly beautiful way. He grounds his tale with humanity at its finest, everyday people coping with the impossible, often mirroring the clan's will for survival, but who will win in the end?On a personal note, I absolutely loved the writing, the plot, the characters, the style, the pace and the world-building....my anticipated nightmares, not so much.",1,1,0.569014085,0.461267606,NY
51,51,"This is probably the last book I would pick out to read on my own.  I read Alien Agenda, so I was familiar with the works of Steve Peek. I was more than just pleasantly surprised.  Reality is often stranger than anything we could imagine.It starts out like a horror/werewolf story but quickly becomes a credible account of creatures coming through energy portals into this world from a parallel universe.I gave it 5 Stars for being well written, hard to put down, character development, the way the author tied everything together and the fact that every time I thought I had it figured out I was wrong! Doh!Definitely worth reading. And, if you haven't read Alien Agenda, get them both.",1,1,0.644444444,0.806060606,NY
52,52,"At first glance, I almost dismissed Longclaws as a seen-it-before monster novel, derivative of that 1980's horror that filled my bookshelves long ago.  I was very wrong.Instead, with Longclaws, I was immediately swept into some darkly fabulous storytelling.  Instead of struggling to finish the book, I was thinking about the book when doing other things, anxious to return to my reading.Now, to be honest, there were a couple of minor technical issues.  Block paragraphs instead of indentations.  Occasional odd formatting glitches like errant commas inside of words.  And some transitions that weren't noted with extra paragraph spacing.  But I score very hard on formatting and I have to say that the errors were very minor.  The author's storytelling was on point and sharp enough that the formatting only bothered me a little.What stood out for me most in this book is the attention to detail paid to the monsters.  Usually, in monster horror, the monster is pretty one-dimensional.  Monsters fall into very few categories.  Critter gets revenge by killing and eating.  Critter just kills and eats for not much reason at all.  Critter gets a hold of something radioactive and kills and eats.  You know the drill.However, in Longclaws, the author has not only built an entire history and social structure for his critters, he skillfully weaves it into stories of human history and mythology.  As you read, you find that you are delighted as your mind starts making certain connections into our shared history.Peek brings you into the minds of his monsters and, the funny thing is, you start to wonder who the real monsters are.  You start, little by little, to feel for them in their world of predator vs. prey.From reading a bit about the author, it seems like this might have been one of those books written long ago, lingering in a dusty drawer (or computer file), that he brought out, dusted off, and decided to put it out there for publication.  I can only hope that he has a few more tales to dust off and put out there, because I want to see what else lurks in the darkness of his brain.",1,1,0.5841584160000001,0.5841584160000001,NY
53,53,"A fine Kindle addition to my Kindle library. Ideal to be able to take with you wherever you go. As the best book ever written or ever to be written, this is the one to have.",1,1,0.575,0.675,NY
54,54,"This ""book"" contains 5 pages of oversize type - really boiling down to, maybe 2 pages worth of writing. The author has one main premise - that the gov is covering up the UFO phenomena to prevent economic chaos and panic - more on the economic side...That's about all. Oh, and of course the obligatory link to the author's other ""books"".Save your $1. (I downloaded this when it was free)By the way:  The description states that it is about 9 pages long... that is only if you count the cover, title-page, a couple of blank pages, and the author's listing of other 'books' he has for sale...",1,0,0.639097744,0.240601504,NY
55,55,"Of course, having read ""Surfacing"" would have been even better, but this review urges you, compels you to do just that.Its message has been heard before, told by Thoreau, Emerson, Greek philosophers and Indian American shamans: there is more than meet the eye, and only communing with Nature will bring us back to our true nature. Silence speaks volumes to the eager soul ready to change its human life. Strength is found in every day details proving us what we are made of.The quest of ""Surfacing"" happens in the wilderness of Canada and its ruthless cold, it could have happened on an island, in the desert, anywhere removed from shopping malls, Starbucks and civilization. The Journey within is worth the read...we then become self-fulfilling, self-made, self-reliant.",1,1,0.6466666670000001,0.8233333340000001,NY
56,56,"Although well-written with a fascinating hook, without reading Atwood's Surface first,  there's not much for me to connect with in this book. Bad on me - as it should be evident that reading Surface first was a must to get the most from this book. I gave it 4 stars because I felt it was incredibly well-done, well-written and thought-provoking. Now I just have to go back and read Atwood's book to get the most from this read.",1,1,0.568181818,0.7840909090000001,NY
57,57,I've read several books by this author and find myself completely baffled by this poor example of her writing.  The storytelling was so simplistic that it came across as the first work of a freshman English major.  I trained FBI agent would make out with a federal judge whose life is in danger up against his car out in the open?  Story totally lacked realism.  What a waste.  Save your money.  If you like this author avoid this book.  It will sully your better memories of her writing.,1,0,0.628865979,-0.092783505,NY
58,58,Was really expecting a lot more sources and stories as opposed to a lengthy story of her her mother's death and the ways she feels like she has connected with her and others after their deaths.,1,0,0.5,0.0625,NY
59,59,"This book borders on the extraordinary; I found in inspiring, but a littkle &#34;preachy&#34; for my taste. It's always great to have peopls share their experiences- especially when they are as extraordinary as this!",1,1,0.659574468,1.0,NY
60,60,I got this as a freebie and was interested since I'm a huge fan of Jon Edwards. Some of the stories were a little dull but the last one made the book worthwhile.,1,1,0.611111111,0.805555556,NY
